feature,feature_family,asof_rule,production_allowed,diagnostic_only,leakage_status,null_percent_all_cutoffs,dtype
minutes_latest_issue_to_cutoff,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
minutes_latest_issue_to_target_midnight,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
parse_status_latest_is_ok,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
stale_hours_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
stale_snapshot_flag_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_cloudy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_dry,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_fine,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_heavy_showers,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_hot,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_humid,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_mainly_cloudy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_monsoon,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_showers,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_sunny,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_sunny_periods,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_thunderstorms,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_tropical_cyclone,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_very_hot,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
txt_windy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
cloud_rain_suppressed,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
convective_suppression_risk,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
downward_cloud_revision_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
dry_clear_radiative,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
extreme_heat_setup,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
high_forecast_uncertainty_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
hot_humid_persistence,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
late_upward_heat_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
marine_moderation_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
monsoon_transition_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
northerly_dry_flow_flag,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
onshore_marine_flow_flag,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
pressure_falling_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
pressure_rising_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
rainfall_heavy_3d,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
strong_wind_mixing_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
tropical_cyclone_proxy_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
upward_revised_heat_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass,0.0,bool
expected_abs_resid_by_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
expected_abs_resid_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
expected_abs_resid_by_season_x_range,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
issue_sequence_completeness,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_abs_p80_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_abs_p80_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_global_abs_p80,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_global_abs_p90,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_global_mean,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_global_median,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_global_std,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_high_bias_probability,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_low_bias_probability,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_doy_band_15d,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_forecast_max_half_degree,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_forecast_max_int,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_issue_hour_family,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_latest_issue_family_x_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_month_x_forecast_max_int,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_month_x_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_season_x_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_season_x_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_cloudy,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_hot,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_monsoon,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_showers,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_thunderstorms,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_tropical_cyclone,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_mean_by_txt_very_hot,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_median_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_median_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_recent_120_prior_training_days_same_season,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_recent_30_prior_training_days_same_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_recent_365_prior_training_days_all,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_recent_60_prior_training_days_same_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_std_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_std_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_std_by_month_x_range,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
resid_std_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
forecast_max_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,11.046776953793497,float64
forecast_min_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_min_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,11.046776953793497,float64
forecast_range_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_range_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,11.046776953793497,float64
has_1645_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_1745_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_1845_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_2145_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_2245_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_2315_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
has_2345_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
large_downward_revision_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
large_upward_revision_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
last2_max_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last2_max_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last2_min_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last2_min_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last2_range_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last2_range_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_max_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_max_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_min_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_min_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_range_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
last3_range_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
late_downward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
late_upward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
latest_is_stale,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
max_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_monotone_down,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
max_monotone_up,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
max_reversal,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
max_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
max_stale_hours_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_side_downward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
min_side_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
min_side_upward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
min_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
minutes_first_to_latest,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
minutes_prev_to_latest,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,11.046776953793497,float64
n_issues_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,int64
range_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_narrowing,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
range_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
range_widening,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
stale_issue_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
day_of_year,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,int64
doy_clim_mean_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_median_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_p10_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_p25_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_p75_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_p90_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_clim_std_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
doy_cos_1,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
doy_cos_2,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
doy_cos_3,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
doy_sin_1,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
doy_sin_2,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
doy_sin_3,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,float64
forecast_minus_doy_clim,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,13.63091842555619,float64
forecast_minus_month_clim,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,13.63091842555619,float64
is_autumn_clear_transition,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
is_hot_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
is_spring_fog_transition,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
is_typhoon_season_calendar,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
is_winter_monsoon_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
month,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,int64
month_clim_mean,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_median,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_p10,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_p20,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_p75,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_p80,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_p90,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
month_clim_std,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
official_forecast_high_for_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
official_forecast_low_for_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,bool
season_clim_mean,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
season_clim_std,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,4.1642897889332575,float64
season_hko,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,object
year,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass,0.0,int64
heat_acceleration_flag,target_history|no_official,target station history only through T-2,True,False,pass,0.0,bool
heat_persistence_flag,target_history|no_official,target station history only through T-2,True,False,pass,0.0,bool
recent_cool_count_3d,target_history|no_official,target station history only through T-2,True,False,pass,0.0,int64
recent_extreme_heat_count_7d,target_history|no_official,target station history only through T-2,True,False,pass,0.0,int64
recent_heat_count_3d,target_history|no_official,target station history only through T-2,True,False,pass,0.0,int64
target_tmax_acceleration,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_lag2_anomaly_vs_doy_train_clim,target_history|no_official,target station history only through T-2,True,False,pass,4.1642897889332575,float64
target_tmax_lag2_anomaly_vs_month_train_clim,target_history|no_official,target station history only through T-2,True,False,pass,4.1642897889332575,float64
target_tmax_lag_10,target_history|no_official,target station history only through T-2,True,False,pass,0.11409013120365087,float64
target_tmax_lag_14,target_history|no_official,target station history only through T-2,True,False,pass,0.15972618368511124,float64
target_tmax_lag_2,target_history|no_official,target station history only through T-2,True,False,pass,0.022818026240730177,float64
target_tmax_lag_21,target_history|no_official,target station history only through T-2,True,False,pass,0.23958927552766687,float64
target_tmax_lag_3,target_history|no_official,target station history only through T-2,True,False,pass,0.034227039361095266,float64
target_tmax_lag_30,target_history|no_official,target station history only through T-2,True,False,pass,0.3422703936109527,float64
target_tmax_lag_4,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_lag_45,target_history|no_official,target station history only through T-2,True,False,pass,0.513405590416429,float64
target_tmax_lag_5,target_history|no_official,target station history only through T-2,True,False,pass,0.057045065601825436,float64
target_tmax_lag_60,target_history|no_official,target station history only through T-2,True,False,pass,0.6845407872219054,float64
target_tmax_lag_7,target_history|no_official,target station history only through T-2,True,False,pass,0.07986309184255562,float64
target_tmax_rolling_iqr_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.06845407872219053,float64
target_tmax_rolling_max_3_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.034227039361095266,float64
target_tmax_rolling_max_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.034227039361095266,float64
target_tmax_rolling_mean_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_mean_30_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_mean_3_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_mean_5_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_mean_60_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_mean_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_median_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_median_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_min_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_std_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_rolling_std_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_trend_14,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_trend_3,target_history|no_official,target station history only through T-2,True,False,pass,0.057045065601825436,float64
target_tmax_trend_30,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
target_tmax_trend_7,target_history|no_official,target station history only through T-2,True,False,pass,0.045636052481460354,float64
