experiment_id,folder,title,file_count,total_bytes,frame_class,evidence_class,best_reported_mae_c,reported_baseline_mae_c,computed_delta_c,reported_status,key_summary,primary_concern,recommended_action,reproducibility_note
0126,0126_thermal_constraint_envelope_breakout,0126 Causal Thermal Constraint Envelope and Breakout Detector,50,1677401,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0126 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked A narrow overfit envelope creates false breakouts. Penalize complexity and prioritize coverage. Official forecasts may contain NWP information that safely violates memory; unconfirmed does not automatically mean wrong.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0127,0127_station_rank_reversal_motifs,"0127 Station Rank, Rank-Reversal, and Permutation Motif Atlas",50,544195,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0127 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Changing station availability alters ranks. Use within-group normalized ranks and pattern confidence; if motif effect disappears on common station sets, classify as coverage artifact.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0128,0128_robust_spatial_interpolation_hko,0128 Robust Spatial Interpolation and HKO Counterfactual Field Estimate,50,1443751,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0128 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Sparse/heterogeneous station geometry and metadata errors can dominate. Report support radius and uncertainty; abstain when geometry is poor.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0129,0129_thermal_front_geometry,"0129 Thermal-Front Geometry, Orientation, and Distance-to-HKO",50,472497,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0129 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked With sparse stations, a two-region fit can hallucinate a front. Use bootstrap station subsamples and confidence thresholds; low-confidence days produce missing features rather than forced estimates.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0130,0130_dewpoint_front_geometry,"0130 Dewpoint-Front, Moisture-Boundary, and Dry-Air Intrusion Geometry",50,485289,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0130 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Dewpoint coverage is lower and temperature-dependent humidity can confuse interpretation. Use dewpoint/T−Td, not RH alone, and expose support/coverage.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0131,0131_pressure_wave_propagation,0131 Pressure-Tendency Wave Propagation and Arrival-Time Map,50,1493643,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0131 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Daily summaries may be too coarse and station pressure elevations differ. Use tendencies/anomalies and explicit observation-age controls. If only high-frequency recent data resolves waves, move result to F-HF-DEV.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0132,0132_wind_field_kinematics,"0132 Wind-Field Divergence, Vorticity, Deformation, and Directional Persistence",50,476731,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0132 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Station exposure differences can mimic divergence. Use role/exposure weights and common-station sensitivity. If field fit is unstable, retain simpler group wind contrasts.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0133,0133_moisture_flux_convergence,0133 Surface Moisture-Flux Convergence and Ventilation Potential,50,479004,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0133 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Approximate humidity and sparse wind can amplify noise. Report uncertainty, cap extreme conversions, and do not use RH without temperature correction.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0134,0134_flow_conditioned_transport_arrival,0134 Flow-Conditioned Transport and Station-to-HKO Arrival-Time Atlas,50,468248,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0134 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Surface wind may not represent transport aloft and long travel times exceed feature cadence. Cap/flag implausible travel times; treat flow selection as regime weighting, not literal parcel tracking.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0135,0135_sea_breeze_penetration,0135 Sea-Breeze Penetration Phase and Marine-Suppression Index,50,1518286,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0135 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Synoptic maritime flow can resemble a sea breeze. Separate weak-wind diurnal penetration from strong background flow using pressure/wind coherence. If groups are uncertain, keep diagnostic.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0136,0136_cool_surge_propagation_breakdown,"0136 Cool-Surge Propagation, Coastal Modification, and Breakdown Index",50,1502203,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0136 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Event labels may depend on arbitrary thresholds. Use sensitivity grid chosen before evaluation and report consensus events. Sparse official overlap may limit promotion.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0137,0137_spatial_field_topology,"0137 Spatial-Field Topology, Hotspot Connectivity, and Boundary Morphology",50,515770,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0137 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Topology can be unstable to thresholds and network coverage. Require consensus across adjacent thresholds and confidence flags.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0138,0138_station_contribution_shapley,0138 Response-Specific Station Contribution and Group-Shapley Leaderboard,50,497951,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0138 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Correlated stations make individual attributions unstable. Treat group-level contribution as primary; if groups are wrong, revisit 0105/0140 rather than overinterpreting IDs.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0139,0139_static_station_context_store,0139 Deterministic Static Station Context Feature Store,53,349448,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,# Conclusion Status: `COMPLETE_AUDIT` 0139 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Packages may not support coast/urban/terrain derivations at required resolution. Do not estimate unsupported values from target correlations; retain simpler geometry and confidence.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0140,0140_station_role_clustering,0140 Physics-Informed Station-Role Clustering and Group Compression,50,478994,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0140 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Sparse or era-limited stations can distort clusters. Separate coverage/QC from meteorological characteristics and allow soft/unknown roles.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0141,0141_flow_relative_fetch_index,0141 Flow-Relative Land–Sea–Urban Fetch Index,50,506766,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0141 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Coarse land-cover or uncertain wind representativeness can weaken results. Preserve uncertainty and avoid fine-grained interpretations unsupported by resolution.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0142,0142_elevation_downslope_realization,"0142 Elevation, Lapse-Rate, and Downslope Realization Index",50,1475511,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0142 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Regional horizontal gradients can masquerade as lapse rate. Jointly fit location/elevation or use matched station pairs; low-confidence estimates are missing.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0143,0143_coastline_orientation_exposure,0143 Coastline Orientation and Onshore-Penetration Exposure Index,50,481714,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0143 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Complex Hong Kong coastline creates unstable normals. Use multi-scale confidence and group exposure rather than a single exact normal when uncertain.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0144,0144_physics_graph_kernels,0144 Physics-Informed Graph Kernels and Causal Graph Modes,50,507556,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0144 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Dynamic graphs can overfit and eigenvector signs/order can switch. Align modes deterministically and favor simple groups when performance is tied.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0145,0145_surface_enthalpy_network,"0145 Surface Wet-Bulb, Enthalpy, and Moist-Heat Network State",50,1460404,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0145 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Pressure missingness and approximation errors may add noise. Provide fallback formulas and uncertainty flags; do not infer impossible humidity states.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0146,0146_dry_heating_potential,0146 Temperature–Dewpoint Spread and Dry-Heating Potential Atlas,50,1518267,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0146 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked T−Td mechanically rises with temperature. Residualize against temperature and season; treat residual spread and change as primary.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0147,0147_dewpoint_tendency_wind_advection,0147 Dewpoint Tendency × Wind-Advection Interaction Lab,50,1468191,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0147 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Wind field may not represent moisture transport; poor-confidence transport rows must abstain. If simple group dewpoint change wins, prefer it.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0148,0148_antecedent_wetness_recovery,"0148 Antecedent Wetness, Drying Recovery, and Nonlinear Surface-Memory Atlas",50,1589374,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0148 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Rainfall publication timing and target-day rain make leakage easy. Use only diagnostic teacher rows or proven prior lags; do not infer availability from archive presence.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0149,0149_radiative_suppression_proxy,0149 Radiative-Suppression Safe Proxy Distillation,50,1622858,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0149 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Teacher may encode target-day outcome and should never be treated as an input. Text coverage differs by era; report source-specific student variants.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0150,0150_solar_tmax_efficiency,0150 State-Dependent Solar-to-Tmax Conversion Efficiency,49,587066,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0150 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Daily Tmax and solar timing are jointly determined; causal interpretation is limited. Treat as predictive mechanism, not causal proof.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0151,0151_visibility_haze_proxy,"0151 Visibility, Haze, and Aerosol-Cloud Suppression Proxy Atlas",50,1468140,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0151 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Visibility is heterogeneous and quality codes matter. Audit units/report types and avoid conflating missing with unlimited visibility.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0152,0152_urban_heat_storage_hysteresis,0152 Urban Heat-Storage Hysteresis and Nocturnal Thermal Memory,50,1470969,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0152 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Without true nocturnal minima, proxies may simply reflect recent Tmax. Require incremental tests and use high-frequency data to validate physical interpretation.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0153,0153_hgt1000_safe_proxy,0153 1000-hPa Geopotential Height Diagnostic-to-Safe Proxy Conversion,51,1596439,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0153 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked 1000-hPa level may be below ground or inconsistently reported, and the diagnostic signal may be seasonal. Audit level validity and use anomalies/availability flags. If student cannot transfer, preserve mechanism only.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0154,0154_inversion_safe_proxy,0154 Low-Level Inversion and Mixing-Cap Safe Proxy Conversion,50,591402,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0154 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Sounding launch/valid times and profile coverage are blocked and irregular. Teacher is diagnostic only; missingness must not be mistaken for no inversion.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0155,0155_heat_content_safe_proxy,0155 Lower-Tropospheric Heat-Content and Thickness Safe Proxy Conversion,50,1579316,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0155 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Surface proxy may saturate and miss elevated warm layers. This negative result would justify a precisely scoped operational NWP acquisition rather than broad gridded downloads.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
