chunk_index,dataset,status,http_status,run_time_count,first_run_time,last_run_time,row_count,forecast_wide_rows_upserted,estimated_credits_consumed,expected_credits,expected_rows,elapsed_seconds,request_sha256,chunk_id,raw_path,source,sanity_issue_count,sanity_issues,error_class,error_message
83,aigefssfc,completed,200,5,2025-07-26T18:00:00Z,2025-07-30T18:00:00Z,620,620,620,620,620,12.915,64cc3031f23ceb7a87e1bd8736662ad0d4eb002df293b138e993fee163311a5f,batch_smoke_10w_aigefssfc_64cc3031f23c,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250726_180000_to_20250730_180000/64cc3031f23ceb7a87e1bd8736662ad0d4eb002df293b138e993fee163311a5f.ndjson.gz,api_fetched,0,,,
84,aigefssfc,completed,200,5,2025-07-31T18:00:00Z,2025-08-04T18:00:00Z,620,620,620,620,620,11.566,3fc053b1bef155d9922d207ac01cd7ece066ff02adad5d3d7831041f51049e2a,batch_smoke_10w_aigefssfc_3fc053b1bef1,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250731_180000_to_20250804_180000/3fc053b1bef155d9922d207ac01cd7ece066ff02adad5d3d7831041f51049e2a.ndjson.gz,api_fetched,0,,,
85,aigefssfc,completed,200,5,2025-08-05T18:00:00Z,2025-08-09T18:00:00Z,620,620,620,620,620,11.662,8922f9461396c486546c5b3e8647df51aa9a81d81c9ff688d5727acd878a1df3,batch_smoke_10w_aigefssfc_8922f9461396,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250805_180000_to_20250809_180000/8922f9461396c486546c5b3e8647df51aa9a81d81c9ff688d5727acd878a1df3.ndjson.gz,api_fetched,0,,,
86,graphcast,completed,200,14,2024-04-25T18:00:00Z,2024-05-08T18:00:00Z,840,840,420,420,840,9.511,3325ea82b30635e0c9b457f92a87e1c8b7963ea3136b53f565f8aed5dd6865e2,batch_smoke_10w_graphcast_3325ea82b306,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/graphcast/run_window_utc=20240425_180000_to_20240508_180000/3325ea82b30635e0c9b457f92a87e1c8b7963ea3136b53f565f8aed5dd6865e2.ndjson.gz,api_fetched,0,,,
87,graphcast,completed,200,14,2024-05-09T18:00:00Z,2024-05-22T18:00:00Z,840,840,420,420,840,11.973,3caae612c3b0394549fee4b514a4f8e1607b6e4fe735be37af6e4d8553f5bb72,batch_smoke_10w_graphcast_3caae612c3b0,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/graphcast/run_window_utc=20240509_180000_to_20240522_180000/3caae612c3b0394549fee4b514a4f8e1607b6e4fe735be37af6e4d8553f5bb72.ndjson.gz,api_fetched,0,,,
88,graphcast,completed,200,14,2024-05-23T18:00:00Z,2024-06-05T18:00:00Z,840,840,420,420,840,11.434,04647ac994cffa05333f3f16a3a17f256762e2ba02405654b9bcff8a3c152d86,batch_smoke_10w_graphcast_04647ac994cf,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/graphcast/run_window_utc=20240523_180000_to_20240605_180000/04647ac994cffa05333f3f16a3a17f256762e2ba02405654b9bcff8a3c152d86.ndjson.gz,api_fetched,0,,,
89,graphcast,completed,200,14,2024-06-06T18:00:00Z,2024-06-19T18:00:00Z,840,840,420,420,840,11.829,c5b6668e0460ce994c2655473606261a594b8c5a54c9e978930d195797392d06,batch_smoke_10w_graphcast_c5b6668e0460,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/graphcast/run_window_utc=20240606_180000_to_20240619_180000/c5b6668e0460ce994c2655473606261a594b8c5a54c9e978930d195797392d06.ndjson.gz,api_fetched,0,,,
90,graphcast,completed,200,14,2024-06-20T18:00:00Z,2024-07-03T18:00:00Z,840,840,420,420,840,11.811,43dd8d1503b970e1c813a75c402ba5e22f8c1b63dbe7c036a9113f13d5e94b4e,batch_smoke_10w_graphcast_43dd8d1503b9,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/graphcast/run_window_utc=20240620_180000_to_20240703_180000/43dd8d1503b970e1c813a75c402ba5e22f8c1b63dbe7c036a9113f13d5e94b4e.ndjson.gz,api_fetched,0,,,
91,fourcastnetgfs,completed,200,14,2024-05-02T18:00:00Z,2024-05-15T18:00:00Z,840,840,420,420,840,12.501,22517121cc23c9c9a7a575945b04204346a4624fb948dc7ac88097f21a72f76e,batch_smoke_10w_fourcastnetgfs_22517121cc23,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/fourcastnetgfs/run_window_utc=20240502_180000_to_20240515_180000/22517121cc23c9c9a7a575945b04204346a4624fb948dc7ac88097f21a72f76e.ndjson.gz,api_fetched,0,,,
92,fourcastnetgfs,completed,200,14,2024-05-16T18:00:00Z,2024-05-29T18:00:00Z,840,840,420,420,840,11.968,7ba8717e732045334456b2162883be60456f29fca9e6bfd1e76a7a59bec476b1,batch_smoke_10w_fourcastnetgfs_7ba8717e7320,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/fourcastnetgfs/run_window_utc=20240516_180000_to_20240529_180000/7ba8717e732045334456b2162883be60456f29fca9e6bfd1e76a7a59bec476b1.ndjson.gz,api_fetched,0,,,
93,fourcastnetgfs,completed,200,14,2024-05-30T18:00:00Z,2024-06-12T18:00:00Z,780,780,390,420,840,11.057,c4655ee0eaf07f15029a54e65b39c3d7909afea6465717a3e92d32cbffc510a5,batch_smoke_10w_fourcastnetgfs_c4655ee0eaf0,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/fourcastnetgfs/run_window_utc=20240530_180000_to_20240612_180000/c4655ee0eaf07f15029a54e65b39c3d7909afea6465717a3e92d32cbffc510a5.ndjson.gz,api_fetched,0,,,
94,fourcastnetgfs,completed,200,14,2024-06-13T18:00:00Z,2024-06-26T18:00:00Z,840,840,420,420,840,12.076,a98c1f674ea9aa14229203d92eeec7e6d78882f04132f71fc889fe5a14b8c045,batch_smoke_10w_fourcastnetgfs_a98c1f674ea9,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/fourcastnetgfs/run_window_utc=20240613_180000_to_20240626_180000/a98c1f674ea9aa14229203d92eeec7e6d78882f04132f71fc889fe5a14b8c045.ndjson.gz,api_fetched,0,,,
95,fourcastnetgfs,completed,200,14,2024-06-27T18:00:00Z,2024-07-10T18:00:00Z,840,840,420,420,840,11.814,3cb53c89a790e24a1f123cb64a73a514d09ceae02d6f4b9e49ddef8bfcd5eaec,batch_smoke_10w_fourcastnetgfs_3cb53c89a790,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/fourcastnetgfs/run_window_utc=20240627_180000_to_20240710_180000/3cb53c89a790e24a1f123cb64a73a514d09ceae02d6f4b9e49ddef8bfcd5eaec.ndjson.gz,api_fetched,0,,,
96,nbmoc,completed_empty,200,7,2026-06-17T18:00:00Z,2026-06-23T18:00:00Z,0,0,0,140,105,7.037,1e5c990dd36a634904dda325ccc3ed3d8a32f359cb6836580f0d06d9094b6dfc,firstweek_nbmoc_1e5c990dd36a,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/nbmoc/run_window_utc=20260617_180000_to_20260623_180000/1e5c990dd36a634904dda325ccc3ed3d8a32f359cb6836580f0d06d9094b6dfc.ndjson.gz,api_fetched,0,,,
