feature,feature_family,asof_rule,production_allowed,diagnostic_only,leakage_status
last2_max_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last2_min_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last2_min_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last2_range_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last2_range_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_max_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_max_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_min_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_min_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_range_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last3_range_std,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
late_downward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
late_upward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
latest_is_stale,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_monotone_down,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_monotone_up,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_reversal,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
max_stale_hours_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_side_downward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_side_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_side_upward_revision,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
min_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
minutes_first_to_latest,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
minutes_prev_to_latest,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
n_issues_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_delta_latest_minus_first,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_delta_latest_minus_prev,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_narrowing,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_revision_abs_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_revision_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_revision_signed_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_slope_c_per_hour,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
range_widening,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
stale_issue_count,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
day_of_year,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_mean_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_median_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_p10_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_p25_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_p75_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_p90_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_clim_std_31d,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_cos_1,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_cos_2,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_cos_3,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_sin_1,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_sin_2,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
doy_sin_3,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
forecast_minus_doy_clim,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
forecast_minus_month_clim,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
is_autumn_clear_transition,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
is_hot_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
is_spring_fog_transition,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
is_typhoon_season_calendar,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
is_winter_monsoon_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_mean,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_median,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_p10,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_p20,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_p75,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_p80,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_p90,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
month_clim_std,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
official_forecast_high_for_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
official_forecast_low_for_season,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
season_clim_mean,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
season_clim_std,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
season_hko,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
year,seasonal|no_official,prior calendar years only inside each cutoff family,True,False,pass
heat_acceleration_flag,target_history|no_official,target station history only through T-2,True,False,pass
heat_persistence_flag,target_history|no_official,target station history only through T-2,True,False,pass
recent_cool_count_3d,target_history|no_official,target station history only through T-2,True,False,pass
recent_extreme_heat_count_7d,target_history|no_official,target station history only through T-2,True,False,pass
recent_heat_count_3d,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_acceleration,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag2_anomaly_vs_doy_train_clim,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag2_anomaly_vs_month_train_clim,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_10,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_14,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_21,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_3,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_30,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_4,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_45,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_5,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_60,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_lag_7,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_iqr_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_max_3_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_max_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_30_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_3_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_5_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_60_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_mean_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_median_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_median_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_min_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_std_14_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_rolling_std_7_ending_tminus2,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_trend_14,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_trend_3,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_trend_30,target_history|no_official,target station history only through T-2,True,False,pass
target_tmax_trend_7,target_history|no_official,target station history only through T-2,True,False,pass
